Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
2022,Single photon randomness originating from the symmetric dipole emission pattern of quantum emitters,"Michael Hoese, M. Koch, Felix Breuning, Niklas Lettner, Konstantin G. Fehler, Alexander Kubanek",Center for Integrated Quantum Science and Technology,DE,13,Quantum Technology
2022,Integrated quantum polariton interferometry,"Davide Nigro, Vincenzo D’Ambrosio, D. Sanvitto, Dario Gerace","Istituto Nazionale di Fisica Nucleare, Sezione di Napoli, University of Pavia, Istituto di Nanotecnologia",IT,13,Quantum Technology
2022,Understanding Heterogeneities in Quantum Materials,"Wonhee Ko, Zheng Gai, Alexander A. Puretzky, Liangbo Liang, Tom Berlijn, Jordan A. Hachtel, Kai Xiao, Panchapakesan Ganesh, Mina Yoon, An‐Ping Li",Oak Ridge National Laboratory,US,13,Quantum Technology
2022,Harnessing nonadiabatic excitations promoted by a quantum critical point: Quantum battery and spin squeezing,"Obinna Abah, Gabriele De Chiara, Mauro Paternostro, Ricardo Puebla","Instituto de Física Fundamental, Queen's University Belfast, Newcastle University","GB, ES",13,Quantum Technology
2022,A prototype of quantum von Neumann architecture,Dongsheng Wang,"Institute of Theoretical Physics, Chinese Academy of Sciences",CN,13,Quantum Technology
2022,Quantum error correction of spin quantum memories in diamond under a zero magnetic field,"Takaya Nakazato, Raustin Reyes, Nobuaki Imaike, Kazuyasu Matsuda, Kazuya Tsurumoto, Yuhei Sekiguchi, Hideo Kosaka",Yokohama National University,JP,13,Quantum Technology
2022,Benchmarking Noise and Dephasing in Emerging Electrical Materials for Quantum Technologies,"Saurav Islam, Saquib Shamim, Arindam Ghosh","Indian Institute of Science Bangalore, University of Würzburg","DE, IN",13,Quantum Technology
2022,Activation of indistinguishability-based quantum coherence for enhanced metrological applications with particle statistics imprint,"Kai Sun, Zhenghao Liu, Yan Wang, Ze-Yan Hao, Xiao-Ye Xu, Jin‐Shi Xu, Chuan‐Feng Li, Guang‐Can Guo, Alessia Castellini, Ludovico Lami, Andreas Winter, Gerardo Adesso, Giuseppe Compagno, Rosario Lo Franco","University of Nottingham, University of Palermo, Chinese Academy of Sciences, University of Science and Technology of China, Beijing Academy of Quantum Information Sciences, Institució Catalana de Recerca i Estudis Avançats, Universität Ulm, Universitat Autònoma de Barcelona","GB, CN, DE, ES, IT",13,Quantum Technology
2022,"Optimizing resource efficiencies for scalable full-stack quantum
  computers","Marco Fellous-Asiani, Jing Hao Chai, Yvain Thonnart, Hui Khoon Ng, Robert S. Whitney, Alexia Auffèves",Unknown Institution,Unknown Country,13,Quantum Technology
2022,Terahertz Sources Based on Metrological‐Grade Frequency Combs,"Elisa Riccardi, Valentino Pistore, Luigi Consolino, Alessia Sorgi, Francesco Cappelli, R. Eramo, Paolo De Natale, Lianhe Li, A. G. Davies, E. H. Linfield, Miriam S. Vitiello","Istituto Nanoscienze, Scuola Normale Superiore, University of Leeds, National Institute of Optics","GB, IT",13,Quantum Technology
2022,Remote Entanglement of Superconducting Qubits via Solid-State Spin Quantum Memories,"Hodaka Kurokawa, Moyuki Yamamoto, Yuhei Sekiguchi, Hideo Kosaka",Yokohama National University,JP,13,Quantum Technology
2022,On-Demand Source of Dual-Rail Photon Pairs Based on Chiral Interaction in a Nanophotonic Waveguide,"Freja T. Østfeldt, Eva M. González-Ruiz, Nils Hauff, Ying Wang, Andreas D. Wieck, Arne Ludwig, Rüdiger Schott, Leonardo Midolo, Anders S. Sørensen, Ravitej Uppu, Peter Lodahl","Ruhr University Bochum, University of Copenhagen","DE, DK",12,Quantum Technology
2022,Semi-empirical quantum optics for mid-infrared molecular nanophotonics,"Johan F. Triana, Mauricio Arias, Jun Nishida, Eric A. Muller, Roland Wilcken, Samuel C. Johnson, A. Delgado, Markus B. Raschke, Felipe Herrera","Universidad de Santiago de Chile, University of Concepción, Colgate University, Millennium Science Initiative, Joint Institute for Laboratory Astrophysics","CL, US",12,Quantum Technology
2022,Quantum technologies in diamond enabled by laser processing,"Argyro N. Giakoumaki, G. Coccia, Vibhav Bharadwaj, John P. Hadden, A. J. Bennett, Belén Sotillo, Reina Yoshizaki, P. Olivero, Ottavia Jedrkiewicz, Roberta Ramponi, Silvia Maria Pietralunga, Monica Bollani, Angelo Bifone, Paul E. Barclay, Alexander Kubanek, Shane M. Eaton","University of Calgary, Universidad Complutense de Madrid, University of Insubria, Center for Integrated Quantum Science and Technology, Cardiff University, Istituto di Fotonica e Nanotecnologie, Center for Sustainable Future Technologies, Italian Institute of Technology, Politecnico di Milano, The University of Tokyo, University of Turin, National Research Council","GB, DE, ES, IT, CA, JP",12,Quantum Technology
2022,Hybrid CV-DV Quantum Communications and Quantum Networks,Ivan B. Djordjević,University of Arizona,US,12,Quantum Technology
2022,Nonlinear quantum gates for a Bose-Einstein condensate,"Shu Xu, Jörg Schmiedmayer, Barry C. Sanders","University of Calgary, University of Science and Technology of China, Hefei National Center for Physical Sciences at Nanoscale, Vienna Center for Quantum Science and Technology, TU Wien","AT, CN, CA",12,Quantum Technology
2022,Heralding Multiple Photonic Pulsed Bell Pairs via Frequency-Resolved Entanglement Swapping,"Sofiane Merkouche, Valérian Thiel, Alex O. C. Davis, Brian J. Smith","University of Oregon, University of Bath","GB, US",12,Quantum Technology
2022,Quantum Biotechnology,"Nicolas P. Mauranyapin, Alex Terrasson, Warwick P. Bowen","ARC Centre of Excellence for Engineered Quantum Systems, The University of Queensland",AU,12,Quantum Technology
2022,Optimal quantum reservoir computing for the noisy intermediate-scale quantum era,"L. Domingo, Gabriel G. Carlo, F. Borondo","Institute of Mathematical Sciences, Universidad Politécnica de Madrid, Consejo Nacional de Investigaciones Científicas y Técnicas, Comisión Nacional de Energía Atómica, Universidad Autónoma de Madrid","ES, AR",12,Quantum Technology
2022,Entanglement between a trapped-ion qubit and a 780-nm photon via quantum frequency conversion,"John Hannegan, James Siverns, Qudsia Quraishi","University of Maryland, College Park, DEVCOM Army Research Laboratory",US,12,Quantum Technology
2022,Fiber-coupled quantum light sources based on solid-state quantum emitters,"Lucas Bremer, Sven Rodt, Stephan Reitzenstein",Technische Universität Berlin,DE,12,Quantum Technology
2022,Local Quantum Uncertainty and Quantum Interferometric Power in an Anisotropic Two-Qubit System,"Nour Zidan, Atta Ur Rahman, Saeed Haddadi, Artur Czerwiński, Soroush Haseli","Urmia University of Technology, Institute of Physics, Institute for Research in Fundamental Sciences, Nicolaus Copernicus University, Iranian Center for Quantum Technologies, Jouf University, University of Chinese Academy of Sciences","CN, IR, PL, SA",12,Quantum Technology
2023,Enhancing the sensitivity of nonlinearity sensors through homodyne detection in dissipatively coupled systems,"Dianzhen Cui, Jianning Li, Fude Li, Zhi‐Cheng Shi, X. X. Yi","Northeast Normal University, Fuzhou University",CN,7,Quantum Technology
2023,Quantum Limits of Transmission Electron Microscopy,Christian Dwyer,RMIT University,AU,7,Quantum Technology
2023,Field programmable spin arrays for scalable quantum repeaters,"Hanfeng Wang, Matthew E. Trusheim, Laura Kim, Hamza Raniwala, Dirk Englund","Massachusetts Institute of Technology, Vassar College",US,7,Quantum Technology
2023,Fundamentals of Quantum Computation and Basic Quantum Gates,"Swathi Mummadi, Bhawana Rudra",National Institute of Technology Karnataka,IN,7,Quantum Technology
2023,Thermal quantum correlations and teleportation in a graphene sheet,"S. Bhuvaneswari, R. Muthuganesan, R. Radha",Czech Technical University in Prague,CZ,7,Quantum Technology
2023,Implementing quantum dimensionality reduction for non-Markovian stochastic simulation,"Kang‐Da Wu, Chengran Yang, Ren-Dong He, Mile Gu, Guo‐Yong Xiang, Chuan‐Feng Li, Guang‐Can Guo, Thomas J. Elliott","University of Manchester, National University of Singapore, University of Science and Technology of China, Centre for Quantum Technologies","GB, CN, SG",7,Quantum Technology
2023,Cavity Quantum Optomechanical Nonlinearities and Position Measurement beyond the Breakdown of the Linearized Approximation,"Jack Clarke, Pascal Neveu, Kiran E. Khosla, Ewold Verhagen, Michael R. Vanner","Institute for Atomic and Molecular Physics, Imperial College London","GB, NL",7,Quantum Technology
2023,Two-photon interference from silicon-vacancy centers in remote nanodiamonds,"Richard Waltrich, Marco Klotz, V. Agafonov, Alexander Kubanek","Université de Tours, Center for Integrated Quantum Science and Technology, Centre National de la Recherche Scientifique","FR, DE",7,Quantum Technology
2023,Entanglement of Nanophotonic Quantum Memory Nodes in a Telecommunication Network,"C. M. Knaut, Aziza Suleymanzade, Yan-Cheng Wei, Daniel Assumpção, Pieter-Jan Stas, Yan Qi Huan, Bartholomeus Machielse, Erik Knall, Madison Sutula, Gefen Baranes, Neil Sinclair, Chawina De-Eknamkul, David Levonian, Mihir K. Bhaskar, Hongkun Park, Marko Lončar, Mikhail D. Lukin","Harvard University, Massachusetts Institute of Technology",US,7,Quantum Technology
2023,Multichannel Quantum Emission with On-Chip Emitter-Coupled Holographic Metasurfaces,"Yinhui Kan, Xujing Liu, Shailesh Kumar, Sergey I. Bozhevolnyi","Institute of Engineering Thermophysics, Shanghai Jiao Tong University, University of Southern Denmark","CN, DK",7,Quantum Technology
2023,Robust excitation of C-band quantum dots for quantum communication,"Michal Vyvlečka, Lennart Jehle, Cornelius Nawrath, Francesco Giorgino, Mathieu Bozzio, Robert Sittig, Michael Jetter, Simone Luca Portalupi, Peter Michler, Philip Walther","Center for Integrated Quantum Science and Technology, University of Vienna, University of Stuttgart, Vienna Center for Quantum Science and Technology, Christian Doppler Laboratory for Thermoelectricity","AT, DE",7,Quantum Technology
2001,Directions in Quantum Optics,"H. J. Carmichael, Roy J. Glauber, Marlan O. Scully","Texas A&M University, Harvard University",US,48,Quantum Technology
2000,Ultimate zero and one: computing at the quantum frontier,"Colin P. Williams, Scott H. Clearwater",Unknown Institution,Unknown Country,47,Quantum Technology
2000,Micromanipulation of neutral atoms with nanofabricated structures,"Donatella Cassettari, A. Chenet, R. Folman, Albrecht Haase, Björn Hessmo, P. Krüger, Thomas Maier, Stephan Schneider, Tommaso Calarco, Jörg Schmiedmayer","Österreichisches Forschungsinstitut für Chemie und Technik, Universität Innsbruck",AT,47,Quantum Technology
2003,Contextual realization of the universal quantum cloning machine and of the universal-NOT gate by quantum-injected optical parametric amplification,"Daniele Pelliccia, Valentina Schettini, Fabio Sciarrino, Carlo Sias, F. De Martini",Sapienza University of Rome,IT,47,Quantum Technology
1998,Quantum Entanglement: A Fundamental Concept Finding its Applications,Anton Zeilinger,Universität Innsbruck,AT,47,Quantum Technology
2000,Entanglement transformation at absorbing and amplifying four-port devices,"Stefan Scheel, L. Knöll, Tomáš Opatrný, D.‐G. Welsch","Friedrich Schiller University Jena, Palacký University Olomouc","CZ, DE",47,Quantum Technology
2001,Quantum computing with quantum dots on quantum linear supports,"Kenneth R. Brown, Daniel A. Lidar, K. Birgitta Whaley","University of California, Berkeley",US,45,Quantum Technology
2001,Experimental verification of differences between classical and quantum polarization properties,"P. A. Usachev, Jonas Söderholm, Gunnar Björk, Alexei Trifonov",KTH Royal Institute of Technology,SE,45,Quantum Technology
2000,Single qubit from two coupled quantum dots: An approach to semiconductor quantum computations,"Xinqi Li, Yasuhiko Arakawa",The University of Tokyo,JP,44,Quantum Technology
2004,NMR Quantum Information Processing,"Chandrasekhar Ramanathan, Nicolas Boulant, Zhiying Chen, David G. Cory, Isaac L. Chuang, Matthias Steffen",Massachusetts Institute of Technology,US,43,Quantum Technology
2003,"Applications of Optical Cavities in Modern Atomic, Molecular, and Optical Physics","Jun Ye, T. W. Lynn","National Institute of Standards and Technology, University of Colorado Boulder, California Institute of Technology",US,41,Quantum Technology
2005,Non-linear parametric processes in quantum information,"F. DeMartini, Fabio Sciarrino",Istituto Nazionale per la Fisica della Materia,IT,40,Quantum Technology
1985,Application of the Quantum Hall Effect in Metrology,"K. von Klitzing, G. Ebert",Technical University of Munich,DE,36,Quantum Technology
2006,Initialization and read-out of spins in coupled core–shell quantum dots,"Jesse Berezovsky, Oliver Gywat, Florian Meier, David Battaglia, Xiaogang Peng, D. D. Awschalom","University of California, Berkeley, University of Arkansas at Fayetteville",US,36,Quantum Technology
2006,Quantum dot-based quantum buses for quantum computer hardware architecture,Irene D’Amico,University of York,GB,36,Quantum Technology
2006,"Measurement, control, and decay of quantum-dot spins","W. A. Coish, Vitaly N. Golovach, J. Carlos Egues, Daniel Loss","Universidade de São Paulo, University of Basel","CH, BR",36,Quantum Technology
2006,Quantum superposition and entanglement of mesoscopic plasmons,"Sylvain Fasel, M. Halder, Nicolas Gisin, Hugo Zbinden",University of Geneva,CH,36,Quantum Technology
1980,High-resolution two-photon millimetre spectroscopy in sodium Rydberg states: possible applications to metrology,"P. Goy, Claude Fabre, M. Groß, S. Haroche","École Normale Supérieure - PSL, Laboratoire de Physique de l'ENS",FR,33,Quantum Technology
2007,Universal quantum circuit for n-qubit quantum gate: a programmable quantum gate,"Paulo Benicio Melo de Sousa, Rubens Viana Ramos",Universidade Federal do Ceará,BR,32,Quantum Technology
2010,Controlled gates for multi-level quantum computation,"Majid Mohammadi, Aliakbar Niknafs, Mohammad Eshghi","Shahid Beheshti University, Shahid Bahonar University of Kerman",IR,31,Quantum Technology
2008,Entanglement Theory and the Quantum Simulation of Many-Body Physics,Fernando Guadalupe dos Santos Lins Brandão,Unknown Institution,Unknown Country,31,Quantum Technology
2009,Systematic study of the PDC speckle structure for quantum imaging applications,"G. Brida, Alice Meda, Marco Genovese, E. Predazzi, Ivano Ruo Berchera","Istituto Nazionale di Ricerca Metrologica, University of Turin",IT,30,Quantum Technology
2008,Creation of resilient entangled states and a resource for measurement-based quantum computation with optical superlattices,"B Vaucher, Andreas Nunnenkamp, Dieter Jaksch",University of Oxford,GB,30,Quantum Technology
2009,Adaptive Measurements in the Optical Quantum Information Laboratory,"Howard M. Wiseman, Dominic W. Berry, Stephen D. Bartlett, Brendon L. Higgins, Geoff J. Pryde","Griffith University, University of Waterloo, The University of Sydney","CA, AU",29,Quantum Technology
2009,Experimental and theoretical challenges for the trapped electron quantum computer,"Irene Marzoli, P. Tombesi, G. Ciaramicoli, G. Werth, Pavel Bushev, S. Ståhl, F. Schmidt–Kaler, M. Hellwig, Carsten Henkel, G. Marx, Igor Jex, Ewa Stachowska, G. Szawioła, A. Walaszyk","Institut für Informationsverarbeitung, University of Potsdam, Czech Aerospace Research Centre, Universität Greifswald, Università di Camerino, Poznań University of Technology, Johannes Gutenberg University Mainz","DE, CZ, IT, PL",29,Quantum Technology
2010,Probing the quantum vacuum,Mattias Marklund,Umeå University,SE,28,Quantum Technology
2009,Experimental quantum teleportation and multiphoton entanglement via interfering narrowband photon sources,"Jian Yang, Xiao‐Hui Bao, Han Zhang, Shuai Chen, Cheng-Zhi Peng, Zeng‐Bing Chen, Jian-Wei Pan","University of Science and Technology of China, Heidelberg University","CN, DE",28,Quantum Technology
2011,Experimental measurement-based quantum computing beyond the cluster-state model,"Weibo Gao, Xing-Can Yao, Jianming Cai, He Lu, Ping Xu, Tao Yang, Chao‐Yang Lu, Yu-Ao Chen, Zeng‐Bing Chen, Jian-Wei Pan","University of Science and Technology of China, Heidelberg University, Austrian Academy of Sciences, Universität Innsbruck, Institute for Quantum Optics and Quantum Information Innsbruck","AT, CN, DE",28,Quantum Technology
2009,Homodyne Detection and Quantum State Reconstruction,"Dirk‐Gunnar Welsch, W. Vogel, Tomáš Opatrný",Unknown Institution,Unknown Country,28,Quantum Technology
2011,QUANTUM DISCORD AND QUANTUM COMPUTING — AN APPRAISAL,"Animesh Datta, Anil Shaji","University of Oxford, Indian Institute of Science Education and Research Thiruvananthapuram","GB, IN",27,Quantum Technology
2013,Embedding Quantum Simulators for Quantum Computation of Entanglement,"Roberto Di Candia, Bernabé Mejía, Hernán Castillo, Julen S. Pedernales, J. Casanova, E. Solano","Ikerbasque, Pontifical Catholic University of Peru, University of the Basque Country","ES, PE",26,Quantum Technology
2013,Nanoscale magnetometry through quantum control of nitrogen–vacancy centres in rotationally diffusing nanodiamonds,"Dougal Maclaurin, Liam T. Hall, A. Martin, Lloyd C. L. Hollenberg","Centre for Quantum Computation and Communication Technology, The University of Melbourne, Harvard University","US, AU",26,Quantum Technology
2013,Optimized Quantum Gate Library for Various Physical Machine Descriptions,"Chia-Chun Lin, Amlan Chakrabarti, Niraj K. Jha",Princeton University,US,26,Quantum Technology
2013,Hyperentanglement-Enabled Direct Characterization of Quantum Dynamics,"Trent Graham, Julio T. Barreiro, Masoud Mohseni, Paul G. Kwiat","University of Illinois Urbana-Champaign, Massachusetts Institute of Technology, Universität Innsbruck","AT, US",26,Quantum Technology
2012,Undoing measurement-induced dephasing in circuit QED,"Anton Frisk Kockum, L. Tornberg, Göran Johansson","Nanosc (Sweden), Chalmers University of Technology",SE,26,Quantum Technology
2013,Breakthroughs in Photonics 2012: Breakthroughs in Microwave Quantum Photonics in Superconducting Circuits,"Yasunobu Nakamura, Tsuyoshi Yamamoto","RIKEN Advanced Science Institute, The University of Tokyo, NEC (Japan)",JP,26,Quantum Technology
2012,Quantum error-correction,"Michael A. Nielsen, Isaac L. Chuang",Massachusetts Institute of Technology,US,26,Quantum Technology
2013,Entanglement-enhanced probing of a delicate material system,"Florian Wolfgramm, Chiara Vitelli, Federica A. Beduini, Nicolas Godbout, Morgan W. Mitchell",Institute of Photonic Sciences,ES,25,Quantum Technology
2012,Quantum communication with photon-added coherent states,"Paulo Vinícius Pereira Pinheiro, Rubens Viana Ramos",Universidade Federal do Ceará,BR,24,Quantum Technology
2014,Advanced quantum noise correlations,"Ulrich Vogl, Ryan T. Glasser, Jeremy B. Clark, Quentin Glorieux, Tian Li, Neil Corzo, Paul D. Lett","Joint Quantum Institute, University of Geneva, Max Planck Institute for the Science of Light, Northwestern University, National Institute of Standards and Technology, Max Planck Society","CH, DE, US",24,Quantum Technology
2012,Interaction-based Quantum Metrology Showing Scaling Beyond the Heisenberg Limit,"M. Napolitano, Marco Koschorreck, B. Dubost, N. Behbood, R. J. Sewell, Morgan W. Mitchell","University of Cambridge, Centre National de la Recherche Scientifique, Institute of Photonic Sciences, Laboratoire Matériaux et Phénomènes Quantiques, Université Paris Cité","GB, ES, FR",24,Quantum Technology
2014,Engineering Dissipative Channels for Realizing SchrÃ¶dinger Cats in SQUIDs,"M. J. Everitt, Timothy P. Spiller, G. J. Milburn, Richard D. Wilson, A. M. Zagoskin","ARC Centre of Excellence for Engineered Quantum Systems, The University of Queensland, Loughborough University, University of Leeds","GB, AU",24,Quantum Technology
2014,Entanglement distillation for quantum communication network with atomic-ensemble memories,"Tao Li, Guojian Yang, Fu‐Guo Deng",Unknown Institution,Unknown Country,24,Quantum Technology
2015,Nonclassicality Phase-Space Functions: More Insight with Fewer Detectors,"Alfredo Luis, Jan Sperling, W. Vogel","Universidad Complutense de Madrid, University of Rostock","ES, DE",23,Quantum Technology
2013,Quantum Interfaces Between Atomic and Solid-State Systems,"Nikos Daniilidis, Hartmut Häffner","University of California, Berkeley",US,23,Quantum Technology
2014,"Nuclear spin dynamics in double quantum dots: Multistability, dynamical polarization, criticality, and entanglement","Martin J. A. Schuetz, E. M. Kessler, L. M. K. Vandersypen, J. I. Cirac, G. Giedke","Delft University of Technology, Harvard University, Center for Astrophysics Harvard & Smithsonian, Max Planck Institute of Quantum Optics","DE, US, NL",23,Quantum Technology
2013,Focus on integrated quantum optics,"Jeremy L. O’Brien, Brian Patton, Masahide Sasaki, Jelena Vučković","University of Oxford, Stanford University, National Institute of Information and Communications Technology, University of Bristol","GB, US, JP",23,Quantum Technology
2018,Tailoring supercurrent confinement in graphene bilayer weak links,"Rainer Kraft, Jens Mohrmann, Renjun Du, Pranauv Balaji Selvasundaram, Muhammad Irfan, Umut Nefta Kanilmaz, Fan Wu, D. Beckmann, H. v. Löhneysen, Ralph Krupke, Anton Akhmerov, I. V. Gornyi, R. Danneau","Delft University of Technology, Karlsruhe Institute of Technology","DE, NL",23,Quantum Technology
2018,3D-printed components for quantum devices,"R. Saint, W. D. Evans, Yijia Zhou, Thomas J. Barrett, T. M. Fromhold, Ehab Saleh, Ian Maskery, Christopher Tuck, Ricky Wildman, Fedja Oručević, P. Krüger","University of Nottingham, Engineering and Physical Sciences Research Council, University of Sussex",GB,23,Quantum Technology
2018,A broadband DLCZ quantum memory in room-temperature atoms,"Jian-Peng Dou, Ai-Lin Yang, Mu-Yan Du, Di Lao, Jun Gao, Lu‐Feng Qiao, Hang Li, Xiao-Ling Pang, Zhen Feng, Hao Tang, Xian‐Min Jin","Shanghai Jiao Tong University, CAS Key Laboratory of Urban Pollutant Conversion, University of Science and Technology of China",CN,23,Quantum Technology
2017,"Entanglement, coherence, and redistribution of quantum resources in double spontaneous down-conversion processes","David Edward Bruschi, Carlos Sabín, G. S. Paraoanu","University of York, Instituto de Física Fundamental, Aalto University","GB, ES, FI",23,Quantum Technology
2018,Entanglement activation from quantum coherence and superposition,"Lu‐Feng Qiao, Alexander Streltsov, Jun Gao, Swapan Rana, Ruo-Jing Ren, Zhi‐Qiang Jiao, Cheng-Qiu Hu, Xiao-Yun Xu, Ci-Yu Wang, Hao Tang, Ai-Lin Yang, Zhihao Ma, Maciej Lewenstein, Xian‐Min Jin","National Quantum Information Centre in Gdansk, University of Science and Technology of China, Institució Catalana de Recerca i Estudis Avançats, CAS Key Laboratory of Urban Pollutant Conversion, Gdańsk University of Technology, Institute of Photonic Sciences, Shanghai Jiao Tong University","ES, CN, PL",23,Quantum Technology
2018,On-chip generation of time-and wavelength-division multiplexed multiple time-bin entanglement,"Wentan Fang, Yin-Hai Li, Zhi-Yuan Zhou, Lixin Xu, Guang‐Can Guo, Bao‐Sen Shi",University of Science and Technology of China,CN,23,Quantum Technology
2018,Investigating the Effects of the Interaction Intensity in a Weak Measurement,"Fabrizio Piacentini, Alessio Avella, Marco Gramegna, Rudi Lussana, Federica Villa, Alberto Tosi, G. Brida, I. P. Degiovanni, Marco Genovese","Istituto Nazionale di Ricerca Metrologica, Politecnico di Milano",IT,23,Quantum Technology
2018,Quantum nondemolition measurement of mechanical motion quanta,"Luca Dellantonio, Oleksandr Kyriienko, Florian Marquardt, Anders S. Sørensen",University of Copenhagen,DK,23,Quantum Technology
2017,Nonlinear graphene quantum capacitors for electro-optics,"Sina Khorasani, Akshay Koottandavida","École Polytechnique Fédérale de Lausanne, Sharif University of Technology","IR, CH",23,Quantum Technology
2015,Experimental characterization of quantum correlated triple beams generated by cascaded four-wave mixing processes,"Zhongzhong Qin, Leiming Cao, Jietai Jing",East China Normal University,CN,23,Quantum Technology
2014,Introduction to Quantum Information and Computation for Chemistry,Sabre Kais,"Purdue University West Lafayette, Santa Fe Institute",US,22,Quantum Technology
2015,V-shaped superconducting artificial atom based on two inductively coupled transmons,"Étienne Dumur, Kung Bo Ng, A. K. Feofanov, Thomas Weißl, Nicolas Roch, C. Naud, Wiebke Guichard, Olivier Buisson","Université Grenoble Alpes, Centre National de la Recherche Scientifique",FR,22,Quantum Technology
2014,Adiabatic quantum simulation with a segmented ion trap: Application to long-distance entanglement in quantum spin systems,"Stefano Zippilli, M. Johanning, S. M. Giampaolo, Ch. Wunderlich, Fabrizio Illuminati","Istituto Nazionale di Fisica Nucleare, Sezione di Napoli, University of Vienna, University of Siegen, Istituto Nazionale di Fisica Nucleare, Gruppo Collegato di Salerno, Folkwang University of the Arts, National Interuniversity Consortium for the Physical Sciences of Matter, University of Salerno","AT, DE, IT",22,Quantum Technology
2015,Efficient multipartite entanglement concentration protocol for nitrogen-vacancy center and microresonator coupled systems,"Cong Cao, Hao Ding, Yin Li, Tie-Jun Wang, Sichen Mi, Ru Zhang, Chuan Wang",Beijing University of Posts and Telecommunications,CN,22,Quantum Technology
2014,A quantum model for autonomous learning automata,Michael Siomau,Jazan University,SA,22,Quantum Technology
2014,Efficient Raman generation in a waveguide: A route to ultrafast quantum random number generation,"Duncan England, Philip J. Bustard, Douglas J. Moffatt, J. Nunn, Rune Lausten, Benjamin J. Sussman",National Research Council Canada,CA,22,Quantum Technology
2016,Quantum state engineering in hybrid open quantum systems,"Chaitanya Joshi, Jonas Larson, Timothy P. Spiller","University of York, AlbaNova, Stockholm University","GB, SE",22,Quantum Technology
2016,Inertial quantum sensors using light and matter,"B. Barrett, Andréa Bertoldi, Philippe Bouyer","Laboratoire Photonique, Numérique et Nanosciences, iXBlue (France), Institut d’Optique Graduate School",FR,22,Quantum Technology
2016,Quantum Sensing of Noisy and Complex Systems under Dynamical Control,"Gershon Kurizki, Gonzalo A. Álvarez, Analía Zwick","Universidad Nacional de Córdoba, Bariloche Atomic Centre, Consejo Nacional de Investigaciones Científicas y Técnicas, Weizmann Institute of Science","IL, AR",22,Quantum Technology
2017,Designing quantum information processing via structural physical approximation,Joonwoo Bae,Hanyang University,KR,22,Quantum Technology
2018,Far-field nanoscopy on a semiconductor quantum dot via a rapid-adiabatic-passage-based switch,"Timo Kaldewey, Andreas V. Kuhlmann, Sascha R. Valentin, Arne Ludwig, Andreas D. Wieck, Richard J. Warburton","Ruhr University Bochum, University of Basel","DE, CH",22,Quantum Technology
2018,High-fidelity quantum gates on quantum-dot-confined electron spins in low-Q optical microcavities,"Tao Li, Jiancun Gao, Fu‐Guo Deng, Gui‐Lu Long","King Abdulaziz University, Tsinghua University, Collaborative Innovation Center of Quantum Matter, RIKEN Center for Emergent Matter Science, Beijing Normal University","SA, CN, JP",22,Quantum Technology
2018,Experimental realization of a feedback optical parametric amplifier with four-wave mixing,"Xiaozhou Pan, Hui Chen, Tianxiang Wei, Jun Zhang, Alberto M. Marino, Nicolas Treps, Ryan T. Glasser, Jietai Jing","East China Normal University, Tulane University, Centre National de la Recherche Scientifique, Laboratoire Kastler Brossel, Collège de France, University of Oklahoma, Shanxi University, Zhejiang University, Sorbonne Université, Shanghai Jiao Tong University","CN, FR, US",22,Quantum Technology
2016,Quantum optics and frontiers of physics: the third quantum revolution,"Alessio Celi, Anna Sanpera, V. Ahufinger, Maciej Lewenstein","Institució Catalana de Recerca i Estudis Avançats, Universitat Autònoma de Barcelona, Institute of Photonic Sciences",ES,22,Quantum Technology
2014,Focus on topological quantum computation,"Jiannis K. Pachos, Steven H. Simon","University of Oxford, University of Leeds",GB,22,Quantum Technology
2015,Unraveling the Mesoscopic Character of Quantum Dots in Nanophotonics,"Petru Tighineanu, Anders S. Sørensen, Søren Stobbe, Peter Lodahl",University of Copenhagen,DK,22,Quantum Technology
2018,Quantum metrology based on strongly correlated matter,"Soonwon Choi, Norman Y. Yao, Mikhail D. Lukin",Unknown Institution,Unknown Country,22,Quantum Technology
2015,Nonclassical correlations between terahertz-bandwidth photons mediated by rotational quanta in hydrogen molecules,"Philip J. Bustard, Jennifer Erskine, Duncan England, J. Nunn, Paul Hockett, Rune Lausten, Michael Spanner, Benjamin J. Sussman",National Research Council Canada,CA,21,Quantum Technology
2015,Formalization of Quantum Protocols using Coq,"Jaap Boender, Florian Kammüller, Rajagopal Nagarajan",Middlesex University,GB,21,Quantum Technology
2016,High Visibility Time-Energy Entangled Photons from a Silicon Nanophotonic Chip,"Steven D. Rogers, Daniel Mulkey, Xiyuan Lu, Wei C. Jiang, Qiang Lin",University of Rochester,US,21,Quantum Technology
2017,Entanglement and deterministic quantum computing with one qubit,"Michel Boyer, Aharon Brodutch, Tal Mor","Technion – Israel Institute of Technology, Université de Montréal, University of Waterloo","IL, CA",21,Quantum Technology
2016,Superconducting Transition Edge Sensors for Quantum Optics,"Thomas Gerrits, Adriana E. Lita, Brice Calkins, Sae Woo Nam",National Institute of Standards and Technology,US,21,Quantum Technology
